ID-datalake,nct_id,brief_title,official_title,phase,recruitment_status,start_date,completion_date,primary_completion_date,enrollment,enrollment_type,lead_sponsor,sponsor_organization,indications,interventions_drugs,drugs_datalake,main_technologies,specific_technologies,target_names,target_abbreviations
12456,NCT00666081,Study to Investigate AKT Inhibitor GSK690693 in Subjects With Relapsed or Refractory Hematologic Malignancies,"A Phase I Open-label Study to Investigate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Potential Anti-cancer Activity of the AKT Inhibitor GSK690693 in Subjects With Relapsed or Refractory Hematologic Malignancies",PHASE1,WITHDRAWN,30/4/2008,31/12/2009,31/12/2009,0,ACTUAL,,,['Cancer'],['GSK 690693'],['B2664'],[['Small Molecule']],[['Small Molecule']],[[]],[['AKT']]
12609,NCT00677144,Oxaliplatin and S-1 (OS) Versus Oxaliplatin and Capecitabine (XELOX) for Advanced Colorectal Cancer,A Randomized Phase II Study of Oxaliplatin and S-1 (OS) Versus Oxaliplatin and Capecitabine (XELOX) in Patients With Advanced or Recurrent Colorectal Cancer,PHASE2,COMPLETED,30/4/2008,30/4/2012,30/4/2012,88,ACTUAL,,,['Digestive System Neoplasm'],"['Oxaliplatin', 'Gimeracil/oteracil/tegafur', 'Capecitabine']","['B1229', 'B2855', 'B474']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['DNA'], ['Thymidylate synthase'], ['Thymidylate synthase']]","[['DNA'], ['TYMS'], ['TYMS']]"
12063,NCT00629057,A Safety Trial of MVA-BNÂ®-PRO in Men With Androgen-Insensitive Prostate Cancer,"An Open-Label, Phase I Dose Escalation Trial of MVA-BNÂ®-PRO in Men With Androgen-Insensitive Prostate Cancer",PHASE1,COMPLETED,31/3/2008,30/9/2011,31/12/2010,24,ACTUAL,,,['Androgen-insensitive Prostate Cancer'],['MVA-BN-PRO'],['B6315'],[[]],[[]],[[]],[[]]
12145,NCT00634894,"Femara (Letrozole) Versus Placebo for Patients With Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","A Phase II, Double-Blinded, Randomized Evaluation of Femara (Letrozole) Versus Placebo for Adjuvant Treatment After Completion of First-Line Chemotherapy for Patients With Optimally Debulked and Chemoresponsive Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",PHASE2,WITHDRAWN,31/3/2008,30/9/2008,30/9/2008,0,ACTUAL,,,"['Ovarian Cancer', 'Fallopian Tube Cancer', 'Peritoneal and Retroperitoneal Neoplasm']","['Letrozole', 'Placebo Control']",['B302'],[['Small Molecule']],[['Small Molecule']],"[['Aromatase', 'Estrogen receptors']]","[['aromatase', 'ER']]"
20011,NCT01442909,Pemetrexed Followed by Docetaxel or in Reverse Sequence,Phase IV Randomized Trial of Pemetrexed Followed by Docetaxel or in Reverse Sequence in Non-small-cell Lung Cancer Patients Failed Previous Chemotherapy,PHASE4,COMPLETED,31/3/2008,30/9/2009,30/9/2009,44,ACTUAL,,,['Non-Small Cell Lung Cancer'],"['Docetaxel', 'Pemetrexed']","['B2814', 'B814']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Tubulin beta-1 chain'], ['Dihydrofolate reductase', 'GAR transformylase', 'Thymidylate synthase']]","[['TUBB1'], ['DHFR', 'GART', 'TYMS']]"
11909,NCT00615589,Stem Cell Transplantation To Treat High Risk Multiple Myeloma With Reduced Toxicity Myeloablative Conditioning Regimen,Allogeneic Hematopoietic Stem Cell Transplantation For The Treatment Of High Risk Multiple Myeloma With Reduced Toxicity Myeloablative Conditioning Regimen,PHASE2,TERMINATED,29/2/2008,31/1/2013,31/12/2012,22,ACTUAL,,,"['Multiple Myeloma', 'Plasma Cell Leukemia']","['Fludarabine', 'Busulfan', 'Hematopoietic Cell Transplantation']","['B346', 'B2060']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Ribonucleotide reductase', 'RNA polymerase II'], ['DNA']]","[['DNA polymerase III', 'RNR', 'RNA polymerase II'], ['DNA']]"
12011,NCT00624182,Gemcitabine With Peptide Vaccine Therapy in Treating Patients With Bile Duct Cancer,"Phase 1 Study of Gemcitabine With Vaccine Therapy Targeting Tumor Antigen, URLC10, For The Patients With Unresectable or Recurrent Bile Duct Cancer",PHASE1,SUSPENDED,29/2/2008,31/12/2016,30/4/2016,9,ESTIMATED,,,['Bile Duct Cancer'],"['URLC10 peptide vaccine', 'Gemcitabine']","['B3327', 'B2079']","[['Subunit Vaccine'], ['Small Molecule']]","[['Subunit Vaccine'], ['Small Molecule']]","[[], ['DNA', 'Ribonucleotide reductase']]","[[], ['DNA', 'RNR']]"
11729,NCT00602030,Study to Evaluate Erlotinib With or Without SNDX-275 (Entinostat) in the Treatment of Patients With Advanced NSCLC,"A Randomized, Placebo-controlled, Double-blind, Multicenter Phase 2 Study With a Lead in Phase of Erlotinib With or Without SNDX-275 in Patients With NSCLC After Failure In Up to Two Prior Chemotherapeutic Regimens for Advanced Disease",PHASE1/PHASE2,COMPLETED,8/1/2008,1/2/2012,4/2/2010,141,ACTUAL,,,"['Non-Small Cell Lung Cancer', 'Non-Small Cell Lung Cancer']","['Entinostat', 'Erlotinib']","['B882', 'B1928']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[[], ['Epidermal growth factor receptor erbB1']]","[['HDACs'], ['EGFR L858R', 'EGFR-Ex19del', 'EGFR']]"
58005,NCT00761085,Methadone in Pediatric and Adult Sickle Cell Patients,Methadone in Pediatric and Adult Sickle Cell Patients,,COMPLETED,1/1/2008,7/11/2010,7/11/2010,47,ACTUAL,,,['Sickle Cell Disease'],"['Morphine', 'Methadone']","['B2007', 'B1990']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Kappa opioid receptor', 'Mu opioid receptor'], ['Glutamate [NMDA] receptor', 'Mu opioid receptor']]","[['Î´ opioid receptor', 'Îº opioid receptor', 'Î¼ opioid receptor'], ['NMDA receptor', 'Î¼ opioid receptor']]"
8399,NCT00357760,Ziv-Aflibercept in Treating Patients With Metastatic or Unresectable Kidney Cancer,A Randomized Phase II Study to Determine the Effect of 2 Different Doses of AVE0005 (VEGF Trap) in Patients With Metastatic Renal Cell Carcinoma,PHASE2,COMPLETED,31/12/2007,31/10/2015,31/10/2015,94,ACTUAL,,,['Renal Cell Carcinoma'],['Aflibercept'],['B401'],[['Small Molecule']],[['Small Molecule']],"[['Placental Growth Factor', 'Vascular endothelial growth factor A']]","[['PGF', 'VEGF-A']]"
11403,NCT00573755,"Sorafenib and Letrozole, Anastrozole, or Exemestane in Treating Postmenopausal Women With Estrogen Receptor-Positive and/or Progesterone Receptor-Positive Metastatic Breast Cancer",Phase II Randomized Study of Sorafenib Compared to Placebo When Administered in Combination With Aromatase Inhibitors for Postmenopausal Women With Metastatic Breast Cancer,PHASE2,TERMINATED,31/12/2007,30/4/2013,30/4/2013,4,ACTUAL,,,['Breast Cancer'],"['Anastrozole', 'Exemestane', 'Letrozole', 'sorafenib tosylate', 'Placebo Control']","['B289', 'B86', 'B302', 'B8463']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], []]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], []]","[['Aromatase'], ['Aromatase'], ['Aromatase', 'Estrogen receptors'], []]","[['aromatase'], ['aromatase'], ['aromatase', 'ER'], []]"
11550,NCT00585845,Study of Safety and Tolerability of Intravenous CRS-207 in Adults With Selected Advanced Solid Tumors Who Have Failed or Who Are Not Candidates for Standard Treatment,"A Phase 1, Open-Label, Dose-Escalation, Multiple Dose Study of the Safety, Tolerability, and Immune Response of CRS-207 in Adult Subjects With Selected Advanced Solid Tumors Who Have Failed or Who Are Not Candidates for Standard Treatment",PHASE1,TERMINATED,31/12/2007,28/2/2009,28/2/2009,17,ACTUAL,,,"['Malignant Epithelial Mesothelioma', 'Pancreatic Cancer', 'Non-Small Cell Lung Cancer', 'Adenocarcinoma of the Ovaries']",['CRS 207'],['B3496'],[['Oncolytic Bacteria']],[['Oncolytic Bacteria']],[['MSLN inhibitors(Mesothelin inhibitors)']],[['MSLN']]
11892,NCT00613743,Effect of Topical Morphine (Mouthwash) on Oral Pain Due to Chemo- and/or Radiotherapy Induced Mucositis,Effect of Topical Morphine (Mouthwash) on Oral Pain Due to Chemo- and/or Radiotherapy Induced Mucositis,,COMPLETED,31/12/2007,31/12/2008,31/1/2008,30,ESTIMATED,,,"['Cancer', 'Mucositis']","['Morphine', 'Quinine Hydrochloride']",['B2007'],[['Small Molecule']],[['Small Molecule']],"[['Kappa opioid receptor', 'Mu opioid receptor']]","[['Î´ opioid receptor', 'Îº opioid receptor', 'Î¼ opioid receptor']]"
9927,NCT00467051,Combination Chemotherapy in Treating Young Patients With Recurrent or Resistant Malignant Germ Cell Tumors,"Treatment of Recurrent or Resistant Pediatric Malignant Germ Cell Tumors With Paclitaxel, Ifosfamide and Carboplatin",PHASE2,COMPLETED,5/11/2007,30/6/2018,1/3/2012,20,ACTUAL,,,"['Ovarian Germ Cell Tumor', 'Testicular Germ Cell Cancer', 'Ovarian Cancer', 'Ovarian Germ Cell Tumor', 'Ovarian Germ Cell Tumor', 'Germ Cell Tumor', 'Testicular Germ Cell Cancer', 'Ovarian Germ Cell Tumor', 'Testicular Non-Seminomatous Germ Cell Tumor', 'Testicular Non-Seminomatous Germ Cell Tumor', 'Testicular Germ Cell Cancer', 'Testicular Germ Cell Cancer', 'Testicular Non-Seminomatous Germ Cell Tumor', 'Testicular Non-Seminomatous Germ Cell Tumor', 'Germ Cell Tumor', 'Germ Cell Tumor']","['Carboplatin', 'Filgrastim', 'Ifosfamide', 'Laboratory Biomarker Analysis', 'Paclitaxel']","['B274', 'B157', 'B8', 'B1250']","[['Small Molecule'], ['Other Protein Therapy'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Colony-Stimulating Factor'], ['Small Molecule'], ['Small Molecule']]","[['DNA'], ['Colony stimulating factor 3 receptor'], ['DNA'], ['Tubulin beta-1 chain']]","[['DNA'], ['CSF-3R'], ['DNA'], ['TUBB1']]"
9427,NCT00431704,"VinCaT: Vinorelbine, Carboplatin and Trastuzumab in Advanced Her-2 Positive Breast Cancer","Vinorelbine, Carboplatin and Trastuzumab in Advanced Her-2 Positive Breast Cancer, a Phase 2 Study",PHASE2,UNKNOWN,31/10/2007,31/12/2023,31/12/2023,39,ESTIMATED,,,['Brain Metastasis'],"['Vinorelbine', 'Carboplatin', 'Trastuzumab']","['B1929', 'B274', 'B168']","[['Small Molecule'], ['Small Molecule'], ['Antibody']]","[['Small Molecule'], ['Small Molecule'], ['Monoclonal Antibody']]","[['Tubulin beta-1 chain'], ['DNA'], ['Receptor protein-tyrosine kinase erbB-2']]","[['TUBB1'], ['DNA'], ['HER2']]"
9984,NCT00471445,Topical Amitriptyline and Ketamine Cream in Treating Peripheral Neuropathy Caused by Chemotherapy in Cancer Patients,Assessment of Topical Treatment Response With Amitriptyline and Ketamine: Combination Trial in Chemotherapy Peripheral Neuropathy (ATTRACT-CPN),PHASE3,COMPLETED,31/10/2007,30/11/2013,30/9/2013,462,ACTUAL,,,"['Neurotoxicity', 'Connective and Soft Tissue Neoplasm', 'Peripheral Neuropathy', 'Solid Tumors']","['Ketamine', 'Amitriptyline', 'Placebo Control']","['B2027', 'B1978']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Glutamate [NMDA] receptor'], ['Norepinephrine transporter', 'Serotonin transporter']]","[['NMDA receptor'], ['NET', 'SERT']]"
10385,NCT00502307,"A Study of Tivozanib (AV-951), an Oral VEGF Receptor Tyrosine Kinase Inhibitor, in the Treatment of Renal Cell Carcinoma","A Phase 2, Placebo-Controlled, Randomized, Discontinuation Trial of Tivozanib (AV-951) in Patients With Renal Cell Carcinoma",PHASE2,COMPLETED,31/10/2007,31/8/2010,31/8/2010,272,ACTUAL,,,['Non-Clear Cell Renal Cell Carcinoma'],"['Tivozanib', 'Placebo Control']",['B260'],[['Small Molecule']],[['Small Molecule']],"[['Platelet-derived growth factor receptor beta', 'Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[['PDGFRÎ²', 'c-Kit', 'VEGFR1', 'VEGFR2', 'VEGFR3']]"
11196,NCT00557609,Phase 2 Study in Patients With MiT Tumors,A Phase 2 Study of ARQ 197 in Patients With Microphthalmia Transcription Factor Associated Tumors,PHASE2,COMPLETED,31/10/2007,28/2/2011,31/12/2010,47,ACTUAL,,,"['Renal Cell Carcinoma', 'Alveolar Soft Part Sarcoma', 'Clear Cell Sarcoma']",['Tivantinib'],['B577'],[['Small Molecule']],[['Small Molecule']],[['c-Met inhibitors(Hepatocyte growth factor receptor inhibitors)']],[['c-Met']]
10781,NCT00526799,Sorafenib + Topotecan for Platinum-Resistant Recurrent Ovarian Cancer,A Phase I/II Study of Sorafenib in Combination With Topotecan for the Treatment of Platinum-Resistant Recurrent Ovarian Cancer or Primary Peritoneal Carcinomatosis: Hoosier Oncology Group GYN06-111,PHASE1/PHASE2,TERMINATED,30/9/2007,31/8/2010,31/1/2010,30,ACTUAL,,,['Ovarian Cancer'],"['Sorafenib', 'Topotecan']","['B270', 'B2067']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['C-Raf kinase', 'Platelet-derived growth factor receptor beta', 'Serine/threonine-protein kinase B-raf', 'Stem cell growth factor receptor', 'Tyrosine-protein kinase receptor FLT3', 'Tyrosine-protein kinase receptor RET', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3'], ['DNA topoisomerase I']]","[['CRAF', 'PDGFRÎ²', 'BRAF', 'c-Kit', 'FLT3', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3'], ['TOP1']]"
10792,NCT00527930,Phase II Trial of Oxaliplatin in Combination With S-1(SOX) in Patients With Recurrent or Metastatic Breast Cancer,Phase II Trial of Oxaliplatin in Combination With S-1(SOX) in Patients With Recurrent or Metastatic Breast Cancer (MBC) Previously Treated With or Resistant to an Anthracycline and Taxane,PHASE2,COMPLETED,30/9/2007,31/10/2013,31/10/2013,87,ACTUAL,,,['Breast Neoplasm'],"['Gimeracil/oteracil/tegafur', 'Oxaliplatin']","['B2855', 'B1229']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Thymidylate synthase'], ['DNA']]","[['TYMS'], ['DNA']]"
10835,NCT00531401,Study of Salirasib to Treat Non-Small Cell Lung Cancer,Salirasib for Treatment of Advanced Non-Small Cell Lung Cancer: a Phase II Study,PHASE2,COMPLETED,30/9/2007,30/11/2009,30/11/2009,71,ESTIMATED,,,['Non-Small Cell Lung Cancer'],['Salirasib'],['B823'],[['Small Molecule']],[['Small Molecule']],[['GTPase Ras']],[['Ras']]
15431,NCT00954135,Letrozole Plus Oral Cyclophosphamide Plus/Minus Sorafenib as Primary Systemic Treatment in Breast Cancer Patients,"Letrozole Plus Oral Cyclophosphamide Plus/Minus Sorafenib as Primary Systemic Treatment in Post-menopausal, Estrogen Receptor Positive, Breast Cancer Patients",PHASE2,UNKNOWN,30/9/2007,31/12/2010,30/6/2010,190,ESTIMATED,,,['Breast Cancer'],"['Letrozole', 'Cyclophosphamide', 'Sorafenib']","['B302', 'B2818', 'B270']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Aromatase', 'Estrogen receptors'], ['DNA'], ['C-Raf kinase', 'Platelet-derived growth factor receptor beta', 'Serine/threonine-protein kinase B-raf', 'Stem cell growth factor receptor', 'Tyrosine-protein kinase receptor FLT3', 'Tyrosine-protein kinase receptor RET', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[['aromatase', 'ER'], ['DNA'], ['CRAF', 'PDGFRÎ²', 'BRAF', 'c-Kit', 'FLT3', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3']]"
9627,NCT00446069,A Efficacy and Safety Trial of Controlled Release (CR) Morphine in Cancer Patients,"A Double-blind, Randomized, 2-way Cross-over, Phase II, Efficacy Trial in Cancer Patients to Assess the Overall Efficacy, Patient Preference, Morphine Related Side Effect Profile and Safety of the EgaletÂ® Controlled Release Morphine Formulation 30-240 mg Once Daily Compared to MST ContinusÂ® 15-120 mg Twice Daily After 2 Weeks of Treatment",PHASE2,COMPLETED,31/8/2007,31/8/2008,30/6/2008,36,ACTUAL,,,"['Connective and Soft Tissue Neoplasm', 'Cancer']",['morphine sulfate'],['B9224'],[[]],[[]],[[]],[[]]
9980,NCT00471276,Efficacy And Safety Of Sunitinib In Women With Advanced Breast Cancer,A Phase II Study Of Sunitinib Malate Single Agent For The Treatment Of Women With Advanced Breast Cancer,PHASE2,COMPLETED,31/8/2007,30/6/2010,30/6/2010,83,ACTUAL,,,['Breast Neoplasm'],['Sunitinib'],['B1915'],[['Small Molecule']],[['Small Molecule']],"[['Platelet-derived growth factor receptor beta', 'RTK inhibitors(Receptor protein-tyrosine kinase inhibitors)', 'Vascular endothelial growth factor receptor']]","[['PDGFRÎ²', 'RTK', 'VEGFR']]"
14327,NCT00849186,Sunitinib and Surgery in Treating Patients With Localized or Metastatic Kidney Cancer,A Pilot Study of Neoadjuvant SUNITINIB MALATE (Sunitinib) in Patients With Renal Cell Carcinoma Undergoing Nephrectomy,,COMPLETED,31/8/2007,30/4/2010,31/7/2009,20,ACTUAL,,,['Kidney Cancer'],"['sunitinib malate', 'Neoadjuvant Therapy', 'Therapeutic Conventional Surgery']",['B9127'],[[]],[[]],[[]],[[]]
18490,NCT01268163,The Pharmacokinetics and Safety Characteristics of Docetaxel in Patients With Cancer,"A Phase 1, Double-blinded, Randomised, Multi-centre, Three-period, Three-treatment, Crossover Study to Compare the Intravenous Pharmacokinetic and Safety Characteristics of European TaxotereÂ® and American TaxotereÂ® With Hospira Docetaxel Injection Administered at a Therapeutic Dose in Cancer Patients.",PHASE1,COMPLETED,31/8/2007,31/12/2008,31/12/2008,32,ACTUAL,,,['Cancer'],['Docetaxel'],['B2814'],[['Small Molecule']],[['Small Molecule']],[['Tubulin beta-1 chain']],[['TUBB1']]
22269,NCT01706627,Melatonin In Reduction of Chemotherapy-Induced Toxicity (MIRCIT) Trial,"Melatonin In Cancer Patients Receiving Chemotherapy: A Randomized, Double Blind, Placebo, Controlled Trial",PHASE2/PHASE3,COMPLETED,31/8/2007,30/6/2012,31/12/2011,175,ACTUAL,,,['Advanced Stage Cancer'],['Melatonin'],['B1469'],[['Small Molecule']],[['Small Molecule']],[[]],[['Melatonin receptor']]
11303,NCT00565656,"A Trial of Bevacizumab in Myelodysplastic Syndromes (Int-1, Int-2 and High Risk According to International Prognostic Scoring System (IPSS)) With Excess of Marrow Blasts","A Phase II Trial of Bevacizumab in Myelodysplastic Syndromes (Int-1, Int-2 and High Risk According to IPSS) With Excess of Marrow Blasts",PHASE2,TERMINATED,31/7/2007,31/7/2010,31/7/2009,40,ESTIMATED,,,['Myelodysplastic Syndrome'],['Bevacizumab'],['B167'],[['Antibody']],[['Monoclonal Antibody']],[['Vascular endothelial growth factor A']],[['VEGF-A']]
8568,NCT00372905,Phase I/II Trial of VELCADE Plus Zevalin in Patients With Relapsed or Refractory Follicular Lymphoma,A Phase I/II Trial of Combined Weekly Bortezomib (VELCADEÂ®) and Y-90-Ibritumomab Tiuxetan (Zevalin) in Patients With Relapsed or Refractory Follicular Lymphoma and Transformed Non-Hodgkin's Lymphoma,PHASE1/PHASE2,TERMINATED,24/7/2007,8/7/2013,22/6/2010,18,ACTUAL,,,['Hematology'],"['Rituximab', 'Bortezomib', 'Indium In-111 Ibritumomab Tiuxetan', 'Yttrium Y-90 Ibritumomab Tiuxetan', 'Ibritumomab tiuxetan']","['B163', 'B958', 'B175']","[['Antibody'], ['Small Molecule'], ['Antibody Drug Conjugate (ADC)']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Antibody Drug Conjugate (ADC)']]","[['B-lymphocyte antigen CD20'], ['Proteasome'], ['B-lymphocyte antigen CD20']]","[['CD20'], ['Proteasome'], ['CD20']]"
9385,NCT00429182,Purged Circulating Tumor Cells (CTCs) From Metastatic Breast Cancer,Phase II Study of Purging of Circulating Tumor Cells (CTCs) From Metastatic Breast Cancer Patients,PHASE2,COMPLETED,30/6/2007,29/2/2012,29/2/2012,32,ACTUAL,,,"['Breast Cancer', 'Breast Cancer', 'Breast Cancer']","['Carboplatin', 'Cyclophosphamide', 'Thiotepa', 'Hematopoietic Cell Transplantation']","['B274', 'B2818', 'B1998']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['DNA'], ['DNA'], ['DNA']]","[['DNA'], ['DNA'], ['DNA']]"
9951,NCT00469859,"Lestaurtinib, Cytarabine, and Idarubicin in Treating Younger Patients With Relapsed or Refractory Acute Myeloid Leukemia",A Pilot Study of Lestaurtinib (CEP-701) in Combination With Chemotherapy in Young Patients With Relapsed or Refractory FLT3-mutant Acute Myeloid Leukemia,PHASE1/PHASE2,COMPLETED,30/6/2007,31/3/2010,31/3/2010,14,ACTUAL,,,['Leukemia'],"['Cytarabine', 'Idarubicin', 'Lestaurtinib']","['B2050', 'B41', 'B1968']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['DNA-directed DNA polymerase'], ['DNA', 'Top II inhibitors (Topoisomerase II inhibitors)'], ['Tyrosine-protein kinase receptor FLT3']]","[['DNA-directed DNA polymerase'], ['DNA', 'TOP2'], ['FLT3']]"
10018,NCT00474669,A Phase I Study of Intraperitoneal Hyperthermic Docetaxel,A Phase I Study of Intraperitoneal Hyperthermic Docetaxel at the Time of Second Look Surgery Following Front-Line Normothermic Intraperitoneal and Intravenous Cisplatin/Paclitaxel for Patients With Stage II and III Ovarian Carcinoma,PHASE1,COMPLETED,30/6/2007,31/12/2009,31/12/2009,30,ESTIMATED,,,['Ovarian Cancer'],['Docetaxel'],['B2814'],[['Small Molecule']],[['Small Molecule']],[['Tubulin beta-1 chain']],[['TUBB1']]
15140,NCT00925314,A Study of Transgenic Lymphocyte Immunization (TLI) Against Telomerase in Subjects With Stage III Melanoma,"A Phase 2, Open-Label Evaluation of the Safety and Efficacy of CB-10-01, Transgenic Lymphocyte Immunization (TLI) Against Telomerase, as Adjuvant Therapy in Subjects With Stage III Melanoma",PHASE2,UNKNOWN,30/6/2007,31/7/2014,31/7/2011,20,ESTIMATED,,,"['Uveal Melanoma', 'Uveal Melanoma']",['Transgenic Lymphocyte Immunization Vaccine'],[],[],[],[],[]
10323,NCT00498407,A Phase II Study of CP-4055 as Second Line Therapy in Patients With Advanced Colorectal Cancer,A Phase II Study of CP-4055 as Second Line Therapy in Patients With Advanced Colorectal Cancer,PHASE2,COMPLETED,31/5/2007,31/12/2008,31/12/2008,16,ACTUAL,,,"['Colorectal Cancer', 'Colorectal Cancer']",['Elacytarabine'],['B589'],[['Small Molecule']],[['Small Molecule']],[['DNA']],[['DNA']]
12319,NCT00653848,Adjuvant Treatment of Prostate Cancer With Docetaxel or Not After Radical Radiotherapy,Randomized Adjuvant Phase III Trial of Six Cycles of Docetaxel+Hormonal Treatment Versus Hormonal Treatment in Patients With Intermediate or High-risk Prostate Cancer Treated With Radical Radiotherapy,PHASE3,UNKNOWN,31/5/2007,30/8/2023,30/8/2023,378,ACTUAL,,,['Prostate Cancer'],['Docetaxel'],['B2814'],[['Small Molecule']],[['Small Molecule']],[['Tubulin beta-1 chain']],[['TUBB1']]
9919,NCT00466843,Effects of Antithymocyte Globulin in Adults With Myelodysplastic Syndrome,Mechanism and Response of Thymoglobulin in Patients With Myelodysplastic Syndrome (MDS),PHASE2,UNKNOWN,30/4/2007,28/2/2010,28/2/2010,54,ESTIMATED,,,['Myelodysplastic Syndrome'],"['Antithymocyte globulin', 'Prednisone']","['B2844', 'B1979']","[['Other Protein Therapy'], ['Small Molecule']]","[['Immunoglobulin'], ['Small Molecule']]","[[], ['Glucocorticoid receptor']]","[[], ['GR']]"
11338,NCT00568815,Rituximab Combined With ESHAP in Patients With Relapse or Refractory Diffuse Large B Cell Lymphoma (DLBCL),Phase II Study of Rituximab Combined With ESHAP in Patients With Relapse or Refractory DLBCL,PHASE2,COMPLETED,30/4/2007,31/12/2010,31/12/2010,31,ACTUAL,,,['Hematology'],"['Rituximab', 'Etoposide', 'Cytarabine', 'Cisplatin', 'Methionine']","['B163', 'B1463', 'B2050', 'B49', 'B1244']","[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['B-lymphocyte antigen CD20'], ['Top II inhibitors (Topoisomerase II inhibitors)'], ['DNA-directed DNA polymerase'], ['DNA'], []]","[['CD20'], ['TOP2'], ['DNA-directed DNA polymerase'], ['DNA'], []]"
11679,NCT00598091,A Phase I/Expansion Study of Dasatinib,A Phase I Study of the Combination of Gemcitabine Plus Dasatinib in Patients With Refractory Solid Tumors With an Expanded Cohort in Advanced Pancreatic Cancer,PHASE1,TERMINATED,30/4/2007,31/5/2012,30/6/2010,30,ACTUAL,,,"['Solid Tumors', 'Pancreatic Cancer']","['Gemcitabine', 'Dasatinib']","['B2079', 'B293']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['DNA', 'Ribonucleotide reductase'], ['Bcr-Abl tyrosine kinase', 'Ephrin type-A receptor 2']]","[['DNA', 'RNR'], ['BCR-ABL1', 'EphA2', 'FYN']]"
11968,NCT00620295,Bortezomib and Gemcitabine in Treating Older Patients With Advanced Solid Tumors,Phase I Study of Bortezomib and Gemcitabine in Elderly Patients With Solid Tumors (X05227),PHASE1,COMPLETED,31/3/2007,31/10/2009,28/2/2009,17,ACTUAL,,,"['Breast Cancer', 'Colorectal Cancer', 'Head and Neck Neoplasm', 'Kidney Cancer', 'Thoracic Neoplasm', 'Ovarian Cancer', 'Pancreatic Cancer', 'Prostate Cancer', 'Sarcoma']","['Bortezomib', 'Gemcitabine', 'gemcitabine hydrochloride']","['B958', 'B2079', 'B9303']","[['Small Molecule'], ['Small Molecule'], []]","[['Small Molecule'], ['Small Molecule'], []]","[['Proteasome'], ['DNA', 'Ribonucleotide reductase'], []]","[['Proteasome'], ['DNA', 'RNR'], []]"
13097,NCT00723216,Japanese Efficacy and Safety Study of Enoxaparin in Patients With Curative Abdominal Cancer Surgery,"Multicenter, Randomized, Open-label Study to Evaluate the Efficacy and Safety of Enoxaparin Sodium (RP54563) 20mg Bid for 14 Days for Prevention of Venous Thromboembolism in Patients With Curative Abdominal Cancer Surgery. Physical Prophylaxis Only Arm [Intermittent Pneumatic Compression (IPC)] Will be Used as an Indicator of Event Rates.",PHASE3,COMPLETED,31/3/2007,31/12/2007,31/12/2007,151,ACTUAL,,,['Abdominal Neoplasms'],"['enoxaparin', 'Physical prophylaxis']",['B8353'],[[]],[[]],[[]],[[]]
